zipcode,price,sqft_living,bedrooms,
98033,675000,1010,3,
98005,490000,1660,3,
98126,600000,2760,5,
98014,154000,1040,2,
98166,480000,2220,4,
98198,196900,1270,3,
98011,735000,2960,3,
98003,205500,1330,3,
98029,357186,1210,2,
98030,275000,2120,4,
98002,248500,2090,3,
98092,350000,2680,3,
98045,390000,1790,4,
98028,390000,1950,3,
98074,660000,3740,5,
98155,310000,1140,3,
98052,717000,2480,3,
98198,260000,2580,5,
98103,745000,2290,3,
98072,470000,2320,4,
98031,429000,2530,3,
98155,220000,1400,4,
98119,497000,2060,3,
98103,716100,1640,3,
98027,371000,1960,4,
98027,379000,3000,5,
98039,937500,1320,3,
98103,720000,1760,4,
98136,616000,2130,3,
98030,259000,1390,3,
98117,538000,1400,3,
98034,605000,3230,3,
98034,369950,1110,3,
98038,310000,1670,3,
98198,227500,1540,3,
98023,274000,2090,4,
98034,410000,1410,3,
98042,354800,1370,3,
98199,650000,1910,4,
98030,353000,1678,3,
98038,224975,960,3,
98155,600000,2080,2,
98034,437500,1790,3,
98034,567000,2540,3,
98198,225000,1790,5,
98118,255000,940,2,
98102,2480000,6810,5,
98117,370000,900,2,
98033,675000,1900,4,
98108,285000,1440,3,
98058,310000,2070,3,
98034,475000,2240,4,
98042,410000,3320,4,
98109,895000,1950,4,
98125,375000,1240,3,
98038,349000,1830,4,
98122,650500,1740,3,
98004,760000,1410,3,
98116,480000,2050,4,
98075,689000,3220,4,
98108,415000,1960,3,
98002,195000,1070,3,
98168,318000,2820,5,
98092,404000,4060,4,
98118,339950,800,2,
98022,215000,1260,3,
98092,339900,2420,3,
98033,285000,810,1,
98107,550000,1600,3,
98103,430000,1350,4,
98003,219000,970,3,
98117,555000,1780,2,
98038,233000,1350,3,
98003,248000,1840,3,
98166,454000,2550,5,
98112,950000,1700,4,
98055,359000,2430,3,
98155,407500,2740,5,
98001,224000,1560,3,
98146,210000,1040,2,
98042,261000,1820,4,
98115,719000,1833,3,
98126,440000,2160,3,
98045,525000,2100,3,
98034,375000,1370,3,
98006,428000,1414,2,
98053,988830,4115,5,
98002,199950,1550,3,
98112,840000,2100,4,
98022,285000,1160,3,
98001,330000,3597,5,
98198,147500,1230,3,
98032,320000,2190,4,
98027,382500,1040,3,
98112,2050000,4690,5,
98006,596000,2270,4,
98023,220000,1950,4,
98031,325000,1880,3,
98075,679950,2850,4,
98125,175000,1160,2,
98023,268000,1370,3,
98053,715000,3260,4,
98027,600000,3170,7,
98118,228000,390,0,
98052,950000,3450,5,
98092,475000,1490,2,
98075,700000,1460,3,
98024,275000,1300,3,
98024,369500,1300,3,
98032,215000,1540,4,
98008,593450,2130,4,
98053,498800,1350,2,
98115,849000,2450,5,
98112,1150000,1940,4,
98029,825000,2890,5,
98058,265000,1680,3,
98023,285000,1960,4,
98038,240000,1590,3,
98003,261000,1390,4,
98032,330000,2440,4,
98032,250000,1850,4,
98003,350000,2800,4,
98072,930000,3780,3,
98030,275000,1910,3,
98106,325000,2460,4,
98106,255000,810,1,
98117,562200,1900,3,
98006,952000,3490,2,
98058,365000,2200,3,
98077,332900,1190,3,
98052,721000,2040,3,
98065,487275,2400,4,
98055,310000,1670,3,
98118,245000,990,2,
98055,325000,2920,3,
98075,550000,1840,3,
98118,350000,910,2,
98058,599000,2950,5,
98166,259950,1240,3,
98038,240000,1980,4,
98042,186000,1200,3,
98074,395000,1280,3,
98058,475000,3150,4,
98075,815000,3500,5,
98040,572000,1680,3,
98052,419500,1360,3,
98023,298700,2110,3,
98070,549000,2034,2,
98168,278000,1900,3,
98118,455000,2380,4,
98166,925000,4050,5,
98103,465000,1120,2,
98029,620000,2850,4,
98155,499900,2360,4,
98006,620000,2540,5,
98115,450000,1160,3,
98029,690000,2710,4,
98004,1900000,3120,5,
98004,1940000,3120,5,
98040,832500,1870,3,
98188,245000,1010,3,
98077,820000,2980,3,
98038,369000,2420,4,
98053,1050000,3830,4,
98118,653000,3040,3,
98045,220650,1460,2,
98168,300000,1940,5,
98029,970000,3780,4,
98058,360000,1950,4,
98074,672500,2450,3,
98056,268000,1730,4,
98126,440000,1690,4,
98144,1400000,2550,3,
98074,590000,2290,4,
98001,359000,2710,4,
98023,266500,1880,4,
98056,635000,2930,4,
98092,559000,3110,3,
98053,895000,3480,4,
98072,625000,1110,2,
98007,650000,2440,4,
98055,312500,2280,4,
98168,225000,900,3,
98052,425000,1980,4,
98022,329999,3360,3,
98052,572000,2340,5,
98042,386500,3110,4,
98107,452000,980,2,
98122,278000,1480,4,
98072,474900,1800,3,
98199,450000,2130,2,
98115,611000,1270,2,
98001,214100,1150,2,
98038,317000,1840,3,
98177,1000000,3180,4,
98105,1000000,1510,5,
98059,525000,3070,4,
98034,436000,1800,3,
98074,450000,1540,3,
98074,588500,2330,3,
98166,340000,1400,4,
98001,482000,2846,4,
98024,1580000,5830,4,
98008,749000,3380,3,
98058,330000,1440,3,
98116,568000,1740,3,
98022,239000,1470,3,
98011,528000,2810,3,
98106,385000,2090,4,
98028,825000,4110,4,
98136,815000,3230,5,
98072,625000,2601,4,
98136,690000,2070,3,
98106,210000,1660,3,
98103,599000,1590,4,
98199,860000,1860,3,
98188,147200,1420,3,
98116,476900,1240,3,
98027,450000,2500,4,
98019,570000,2640,4,
98115,567500,1440,3,
98008,790000,3030,5,
98004,875000,1820,3,
98027,490000,2220,3,
98059,335000,2430,3,
98006,550000,1670,3,
98074,385000,1180,3,
98011,395000,1620,3,
98116,650000,1030,2,
98028,637000,2900,4,
98028,692500,3420,3,
98059,322400,1710,3,
98002,233500,1580,3,
98074,400000,1230,3,
98103,547000,2200,5,
98166,519000,2570,5,
98040,1030000,3320,4,
98106,365000,1090,3,
98072,699000,2970,5,
98052,525000,1970,3,
98031,430000,3220,4,
98034,325000,1600,3,
98126,279000,670,2,
98115,805000,2360,4,
98125,419950,2150,3,
98117,425000,620,2,
98125,446000,1730,4,
98034,455000,2500,5,
98106,226550,990,3,
98103,764000,1420,3,
98042,439950,2170,3,
98103,453000,1880,4,
98003,219950,1300,3,
98103,702500,2360,3,
98003,285000,1780,3,
98103,798750,2160,2,
98126,320000,950,2,
98027,425000,1680,3,
98072,540000,2290,4,
98075,1060000,4140,4,
98103,1170000,3920,4,
98005,576000,1500,3,
98052,525000,1720,3,
98031,324950,2641,4,
98072,600000,4930,3,
98056,464000,2460,3,
98023,266000,1995,4,
98053,775000,3010,3,
98126,415000,1270,3,
98058,550000,3080,4,
98022,235000,1670,3,
98198,280000,1470,3,
98034,459000,1730,3,
98023,195000,1070,3,
98002,235000,1660,3,
98006,711800,2410,4,
98107,440000,1040,3,
98103,515000,970,2,
98105,1200000,2910,5,
98006,560000,2340,3,
98001,340000,1880,3,
98102,600000,1110,2,
98074,764000,2790,4,
98019,337000,1590,4,
98006,1390000,5700,6,
98126,249000,1200,4,
98042,350000,3200,3,
98038,269950,1510,3,
98075,735000,1880,3,
98105,1300000,3070,4,
98034,475000,2110,4,
98023,339000,2350,3,
98155,600000,3270,4,
98106,397500,2220,4,
98053,1530000,5990,4,
98052,460000,1760,3,
98133,370000,2200,4,
98106,250000,1550,4,
98053,1100000,5070,4,
98122,430000,1040,2,
98112,1090000,2560,3,
98177,670000,1850,3,
98118,461550,2090,3,
98029,479990,2010,3,
98075,643000,2518,4,
98052,607000,2810,3,
98074,625000,2600,3,
98136,731100,2060,3,
98042,859000,2920,3,
98058,435000,2130,4,
98001,465000,2290,3,
98115,740000,1230,3,
98040,740000,2020,3,
98030,250000,1430,3,
98052,656000,2270,2,
98031,300000,1910,4,
98077,643000,1780,3,
98042,311000,2690,4,
98034,360000,1330,3,
98133,475000,3060,4,
98125,469950,1760,3,
98148,240000,1570,3,
98168,232000,960,2,
98092,350000,1680,3,
98034,803000,1440,2,
98058,355000,1960,3,
98103,475000,1790,4,
98006,823000,2560,3,
98103,395000,1010,2,
98133,499000,2560,4,
98122,420000,1200,2,
98008,961500,3910,3,
98005,833000,2260,4,
98072,479000,2110,3,
98033,1150000,3340,4,
98125,267000,1400,3,
98075,555000,1760,4,
98029,490000,2010,3,
98117,619000,2300,4,
98155,569950,2510,5,
98103,549000,1340,3,
98052,422500,1560,3,
98198,400000,3350,4,
98065,692500,3710,4,
98042,310000,2430,4,
98178,499900,2430,3,
98074,492000,2100,3,
98024,460000,1880,2,
98119,800000,1630,3,
98103,832600,1640,4,
98011,470000,2310,4,
98053,542000,1930,2,
98118,1310000,4750,4,
98198,308130,2300,4,
98029,310000,1050,2,
98146,235000,1500,2,
98058,215000,1150,3,
98023,210000,1920,4,
98053,730000,3660,4,
98092,245000,1720,3,
98166,540000,2100,3,
98001,299000,2400,4,
98074,510000,2540,3,
98001,198000,2080,4,
98007,950000,3400,5,
98092,300000,2200,4,
98033,528000,2140,5,
98092,507000,3850,5,
98065,770000,4270,4,
98031,255000,1340,3,
98198,220000,1100,1,
98059,690700,2870,5,
98177,447000,1320,2,
98119,755000,2150,6,
98199,700000,2470,4,
98030,250000,1910,4,
98038,320000,2130,3,
98059,565000,2240,4,
98107,754300,1800,5,
98177,650000,2160,3,
98059,529888,3140,4,
98028,432000,1920,3,
98022,235000,1050,3,
98053,994900,3695,4,
98038,489000,3910,4,
98052,800000,3010,4,
98034,370000,1370,4,
98034,436000,2080,4,
98059,395000,2250,3,
98133,377691,2120,5,
98118,370000,2220,5,
98029,515000,1440,3,
98001,169000,910,3,
98117,475000,1270,3,
98031,420000,2480,3,
98103,1300000,2630,6,
98006,822000,2410,3,
98004,1500000,2930,4,
98074,485000,1570,3,
98055,270000,1900,4,
98055,300000,2590,6,
98074,878000,3810,4,
98006,590000,2290,3,
98033,611900,1220,1,
98092,240000,1100,3,
98092,395000,2810,4,
98178,169000,890,3,
98031,200500,1280,3,
98003,308000,2320,3,
98023,290256,1720,3,
98058,279950,1530,3,
98022,195000,1580,3,
98010,630000,1360,3,
98039,1160000,2680,4,
98029,478000,1640,3,
98126,835000,2520,3,
98034,639000,1400,3,
98074,623000,2300,4,
98178,220000,1900,3,
98006,526000,2000,3,
98118,243500,900,2,
98006,750000,2980,4,
98059,329000,1850,4,
98102,525000,1570,4,
98118,190000,670,2,
98005,772650,2660,4,
98042,355000,2110,3,
98075,650000,1970,3,
98103,678500,1210,3,
98074,669950,2670,4,
98077,850000,3000,3,
98074,572000,2200,3,
98074,492450,1540,3,
98005,813000,2080,3,
98040,710000,1780,3,
98119,792500,1960,3,
98032,285900,1690,5,
98070,389000,2080,3,
98136,675000,2070,3,
98059,352000,760,2,
98059,1050000,4020,4,
98005,768500,3620,4,
98125,500000,2330,4,
98040,685000,1460,3,
98109,648475,2250,4,
98033,655000,2850,6,
98115,895000,2640,4,
98001,195000,1310,3,
98023,368000,2720,4,
98059,997000,3430,4,
98072,335000,1990,3,
98001,250000,1170,3,
98022,278500,1390,3,
98001,260000,1540,4,
98118,162500,760,2,
98168,239000,1280,4,
98075,600000,2990,4,
98031,350000,1770,4,
98075,852500,3830,5,
98055,485000,2870,3,
98133,299000,1520,3,
98056,227450,660,2,
98126,383000,1800,3,
98024,835000,3570,2,
98112,760000,3050,5,
98103,532500,820,2,
98053,635000,3610,3,
98144,438500,1490,3,
98108,545500,1560,3,
98033,675000,1660,3,
98117,450000,1180,3,
98010,199999,960,3,
98034,375000,1630,3,
98072,600000,2260,4,
98056,292600,1520,3,
98040,1040000,3050,5,
98105,610000,1000,3,
98042,397450,2650,4,
98155,382000,1750,3,
98177,370000,1770,3,
98177,520000,1770,3,
98155,260000,770,2,
98177,890000,3370,4,
98155,344000,2130,5,
98031,205000,1050,3,
98003,379000,2803,5,
98052,424240,2080,3,
98052,589950,2080,3,
98117,582000,2120,4,
98023,349000,2550,3,
98033,658000,1290,3,
98106,294000,1790,5,
98115,690000,2720,5,
98107,600000,1040,3,
98042,199990,840,3,
98188,220000,1650,3,
98034,440000,2080,4,
98029,439990,1540,4,
98075,815000,3880,4,
98029,535000,1860,4,
98003,215000,1280,3,
98027,605000,3200,3,
98058,349900,2200,3,
98115,495000,1570,3,
98034,515100,2074,3,
98053,620000,2450,4,
98074,657500,2520,4,
98055,250000,2190,5,
98055,385000,2190,5,
98019,307000,2320,3,
98042,288000,1370,3,
98032,226450,1730,3,
98125,390000,1640,3,
98045,350000,1300,3,
98125,368000,1560,3,
98105,469000,1120,2,
98072,865000,2670,3,
98058,515000,3810,5,
98034,410000,1440,3,
98042,210000,1200,4,
98034,460000,1520,3,
98023,241500,2500,4,
98042,322200,2010,4,
98178,279000,1210,4,
98070,303000,1100,2,
98199,420000,1050,3,
98188,249000,2120,3,
98125,294950,1240,3,
98103,1320000,3460,4,
98117,335000,1270,3,
98199,1160000,2980,4,
98117,520000,1250,2,
98007,560000,1740,4,
98032,243400,1730,4,
98053,405000,1240,3,
98033,495000,1670,2,
98038,350000,2140,4,
98188,368500,2530,5,
98058,99000,960,2,
98059,1070000,4130,4,
98155,430000,1710,4,
98052,412500,1490,3,
98052,1120000,4750,4,
98052,915000,3400,4,
98052,535000,2210,3,
98133,390000,1650,3,
98107,499000,1260,3,
98177,375000,1960,3,
98055,349000,1800,4,
98004,635000,1940,3,
98075,682000,2820,4,
98023,321027,2820,4,
98002,150000,720,2,
98034,410000,1640,3,
98115,449950,1560,3,
98118,194990,1560,6,
98028,475000,1910,4,
98105,530000,1570,5,
98092,319950,2038,4,
98023,210000,1720,3,
98107,485000,1670,3,
98075,774000,2830,4,
98008,478000,1690,4,
98146,385000,1620,4,
98077,595000,2360,4,
98028,285000,1480,3,
98029,723000,2700,4,
98198,279000,1780,3,
98058,195000,1430,3,
98119,625000,2160,2,
98011,270000,1800,3,
98053,559000,1930,2,
98072,474000,1960,4,
98038,303500,1920,4,
98155,350000,1470,3,
98155,367500,2980,5,
98155,595000,2980,5,
98024,589000,2360,3,
98077,585000,1790,3,
98155,482975,2130,3,
98058,365500,2030,4,
98008,570000,1790,4,
98092,335000,2260,3,
98103,767500,2350,4,
98029,386591,1690,3,
98108,279000,1320,3,
98014,620000,2690,4,
98198,407000,2810,4,
98038,364250,2280,3,
98058,399000,2870,4,
98077,766950,3030,3,
98029,710000,2940,4,
98118,320000,1190,3,
98108,300000,1800,3,
98038,263000,1580,3,
98029,445000,1730,3,
98008,554000,1910,3,
98117,335000,1000,2,
98031,307000,2520,4,
98125,404000,1420,3,
98075,775000,3080,4,
98022,220000,1060,3,
98028,518000,2160,4,
98033,1600000,4060,4,
98133,315000,1940,1,
98034,572650,2250,4,
98034,350000,1620,2,
98108,285000,920,2,
98032,231000,1370,3,
98042,179000,920,3,
98030,244000,1360,3,
98188,185850,1630,3,
98011,610000,3610,6,
98038,419000,3010,4,
98199,779000,2320,3,
98052,695000,3290,5,
98092,319900,2040,3,
98023,329000,1920,3,
98011,475226,2120,3,
98029,638000,2170,3,
98074,440000,1330,2,
98146,214000,1580,3,
98023,600000,3580,3,
98102,935000,2580,4,
98125,630000,1930,4,
98053,575000,2120,3,
98010,345000,1990,3,
98011,323000,1310,4,
98042,425000,2670,3,
98038,411000,1910,2,
98014,299800,1530,4,
98122,823000,2920,6,
98155,200000,1010,3,
98006,760000,2450,4,
98019,359950,1820,4,
98056,375000,2090,4,
98027,295000,2200,2,
98198,250000,2250,4,
98115,497000,1450,3,
98028,520000,2280,4,
98055,365000,2720,4,
98034,459900,2250,3,
98118,158000,1090,3,
98003,294700,1970,3,
98059,439950,2780,4,
98008,899000,2290,4,
98072,535000,2330,3,
98188,530000,4060,4,
98032,215000,1470,4,
98125,290000,1620,2,
98052,798000,3220,5,
98027,785000,3270,4,
98028,433000,2160,3,
98118,425000,1150,2,
98115,654000,2240,4,
98002,215000,1280,3,
98042,232000,840,3,
98005,675000,1680,3,
98052,665000,2330,5,
98053,835000,3030,4,
98144,525000,2880,6,
98125,780000,2910,3,
98053,844000,3090,4,
98072,680000,2720,4,
98034,290000,1310,3,
98117,560000,1790,2,
98072,605500,2830,3,
98052,762500,3150,4,
98033,1740000,3930,5,
98118,665000,2840,6,
98122,540000,2480,5,
98155,375000,1930,3,
98125,342000,1260,3,
98024,340000,670,3,
98040,1250000,3930,5,
98075,693000,3160,4,
98166,638500,1770,4,
98027,805000,2240,5,
98198,250000,990,3,
98038,325000,1580,3,
98108,270000,1560,4,
98126,880000,2640,6,
98103,300000,2120,2,
98155,290000,1200,2,
98006,2850000,5040,4,
98056,259950,1460,3,
98059,1780000,4890,4,
98056,299950,1580,3,
98077,483000,2100,3,
98033,890000,2060,3,
98116,719000,1690,3,
98058,785000,3370,4,
98029,660000,2330,3,
98031,264000,1820,4,
98006,575000,1890,3,
98072,1220000,3820,4,
98022,475000,2770,3,
98033,845800,3020,4,
98155,352500,1170,3,
98011,347000,1270,3,
98029,560000,1950,4,
98092,323000,2230,4,
98166,595000,2220,3,
98002,257500,2060,4,
98116,450000,1100,3,
98072,410000,1140,4,
98008,810000,1980,3,
98178,372500,2480,5,
98155,325000,1050,3,
98133,280000,1260,3,
98198,258000,1680,3,
98155,329950,1360,4,
98007,836000,2450,4,
98038,365000,2260,5,
98002,111300,1060,2,
98053,864000,3720,4,
98033,725000,1610,3,
98011,550000,3350,4,
98198,130000,790,2,
98112,765000,1660,2,
98058,255000,1420,3,
98027,439500,2050,3,
98055,268000,1250,3,
98004,985000,1700,3,
98006,751305,2660,4,
98118,280000,1350,3,
98058,304000,1810,4,
98003,200000,2210,4,
98092,325000,2120,3,
98052,736000,2470,3,
98058,426500,2700,4,
98103,640000,1760,2,
98146,230000,1930,5,
98118,366350,1680,4,
98166,365000,1390,2,
98034,482000,2240,4,
98058,345000,1980,4,
98122,682000,1830,3,
98033,657500,980,3,
98144,895000,3550,6,
98118,425000,1660,3,
98008,532500,2490,4,
98011,540000,2329,4,
98006,578000,1790,3,
98118,1090000,2830,3,
98077,322500,1160,3,
98003,140000,1000,3,
98042,485000,2540,3,
98010,575000,1750,2,
98188,421000,2890,3,
98106,355000,1870,4,
98011,515000,2200,4,
98146,309000,1300,3,
98005,815000,3410,5,
98125,285000,1160,3,
98117,700000,2100,3,
98038,289000,1490,3,
98077,458000,3280,4,
98023,230000,1450,3,
98133,432500,1930,3,
98045,288000,1660,3,
98072,354000,1260,3,
98019,119500,1170,3,
98006,805000,3350,4,
98133,435000,1420,3,
98001,260000,2170,3,
98133,377000,1800,4,
98029,602000,2000,4,
98116,530000,1660,3,
98117,525000,1540,4,
98155,250000,1160,2,
98118,681000,1700,3,
98125,625000,1580,3,
98118,448500,2080,3,
98146,260000,1030,3,
98008,538000,1770,3,
98011,385500,1540,3,
98038,428400,2650,4,
98022,346290,2690,4,
98075,587000,2210,4,
98056,355000,2390,4,
98007,650000,2580,5,
98056,340000,2160,4,
98052,565000,2230,4,
98144,630000,2000,4,
98022,227000,1280,3,
98052,600000,2810,4,
98008,540400,1680,4,
98033,569000,2150,3,
98029,735000,2820,3,
98034,434000,1750,3,
98103,578888,1060,2,
98072,465425,2430,4,
98023,280500,2660,4,
98029,539950,1670,2,
98075,406430,1380,3,
98053,1150000,4160,4,
98031,250000,1790,3,
98030,266000,1940,3,
98058,258000,1390,3,
98155,472000,2200,3,
98105,530000,1264,3,
98122,302282,1095,2,
98136,370000,850,2,
98105,625000,1760,4,
98002,142500,690,1,
98133,334000,1400,3,
98118,362000,1810,5,
98144,181000,1310,2,
98003,241500,1400,3,
98030,245000,2350,3,
98042,227500,1150,3,
98032,158550,1710,5,
98034,450000,1660,3,
98034,485000,1950,3,
98077,353000,1780,4,
98028,500000,2450,4,
98003,360000,2060,1,
98059,357500,1540,3,
98014,272000,1650,3,
98125,422000,1160,3,
98072,365000,1440,2,
98155,450000,2150,3,
98155,275053,1060,2,
98039,1880000,2620,3,
98004,725000,1630,3,
98030,235000,1840,3,
98125,510000,820,2,
98125,489950,820,2,
98034,463000,2010,3,
98029,536000,1990,4,
98003,375000,2990,4,
98034,630000,2540,4,
98148,362000,1640,3,
98003,350000,2500,4,
98004,1690000,4020,4,
98166,255000,1500,3,
98002,269000,1594,4,
98055,370000,2130,4,
98059,270000,1130,3,
98022,265000,1690,3,
98117,487000,1440,2,
98074,835000,3270,4,
98027,850000,4350,4,
98033,575000,1610,4,
98034,335000,950,3,
98155,318000,1010,3,
98027,510000,1420,3,
98042,242500,1200,3,
98040,750000,2020,5,
98056,439900,3390,5,
98119,710000,1700,2,
98119,2400000,3410,5,
98011,435000,2030,3,
98115,874000,2860,4,
98144,385000,1690,4,
98055,110000,760,2,
98011,477000,1780,3,
98126,500000,1550,3,
98075,885000,4090,4,
98178,235000,880,2,
98030,210000,1320,3,
98144,320000,950,2,
98056,406000,1390,3,
98166,350000,1900,3,
98070,350000,1392,2,
98065,720000,3340,4,
98198,604700,2750,4,
98027,343000,1400,3,
98074,558000,2220,3,
98126,364000,1210,4,
98155,420000,2390,3,
98007,450000,1870,5,
98126,392000,940,2,
98055,100000,1120,4,
98103,480000,1250,3,
98003,212000,1060,3,
98011,560000,2410,5,
98092,359950,2844,5,
98077,535000,2200,4,
98056,980000,3460,5,
98103,720000,1580,2,
98115,619950,1520,2,
98058,489000,2260,3,
98115,415000,1800,4,
98074,672500,2650,4,
98052,352500,1000,3,
98003,258750,2300,4,
98133,350000,1080,3,
98198,152000,902,3,
98115,378500,730,2,
98033,1020000,2600,4,
98007,419000,1570,3,
98040,895000,2876,5,
98006,668500,2290,4,
98033,487000,1470,2,
98146,538000,2620,3,
98004,898000,2680,5,
98003,315000,2020,4,
98116,800000,2100,3,
98008,516130,1510,3,
98008,1600000,2850,3,
98006,1200000,4280,4,
98198,355425,3238,4,
98112,1160000,2740,3,
98136,689000,2020,4,
98107,500000,1520,3,
98001,430000,3860,5,
98045,299500,1600,4,
98058,349950,2090,4,
98004,1420000,4020,5,
98006,998000,2910,4,
98072,329000,900,3,
98033,575000,1720,3,
98133,529900,3030,5,
98004,1470000,3030,4,
98033,725000,2190,4,
98023,286000,1680,3,
98006,335000,1210,3,
98007,395300,1120,3,
98019,510000,3180,4,
98032,203000,920,3,
98155,248000,700,2,
98023,265000,2540,3,
98103,1000000,2100,4,
98125,1000000,1540,3,
98010,241400,1420,3,
98058,309950,1450,4,
98106,294010,1550,3,
98074,345000,1920,3,
98074,625000,1920,3,
98075,660000,2510,4,
98053,559000,1660,2,
98053,866000,3990,4,
98112,770000,2350,3,
98030,259950,1350,3,
98030,352000,2980,5,
98112,2470000,6390,5,
98034,395000,1590,3,
98168,276500,1400,4,
98024,530000,1880,3,
98008,798000,3500,4,
98034,380000,1370,2,
98022,350000,2810,4,
98031,325000,2220,3,
98042,336000,2110,3,
98042,286900,1720,3,
98052,472000,1780,5,
98038,263000,1410,3,
98126,565000,2110,3,
98006,765000,2700,3,
98075,1520000,2610,3,
98034,405000,1660,3,
98075,1100000,4570,4,
98092,555000,3760,3,
98055,305000,1610,3,
98198,289950,1740,3,
98019,487500,3530,5,
98023,96500,840,3,
98023,185000,840,3,
98168,150550,1470,4,
98106,339000,2470,4,
98125,675000,2220,4,
98144,615000,1720,3,
98033,837500,2700,4,
98028,250000,950,2,
98074,583000,1790,3,
98115,499000,1610,3,
98146,550000,2290,3,
98022,400000,2170,4,
98004,990400,2100,3,
98075,600000,2320,3,
98155,325000,1120,2,
98038,265000,1530,3,
98105,1620000,3490,3,
98155,347500,1180,3,
98103,629000,2050,5,
98040,1090000,2360,2,
98038,397500,2570,4,
98144,404500,1270,2,
98030,225000,1250,3,
98023,267000,2510,3,
98119,800000,2690,4,
98001,339000,2900,4,
98155,1850000,3830,4,
98105,525000,1280,5,
98027,1150000,4350,5,
98136,565000,1370,1,
98144,387000,1230,2,
98053,720000,2440,4,
98006,1500000,4410,4,
98125,235000,910,2,
98125,365000,910,2,
98074,368250,2150,3,
98074,580000,2150,3,
98178,1100000,3190,4,
98001,215000,2130,4,
98029,648000,2740,4,
98075,705000,3150,4,
98107,465000,1450,3,
98103,650000,2400,5,
98198,335000,2280,4,
98072,640000,2310,4,
98074,638250,2460,4,
98040,1460000,4200,4,
98108,375000,1620,4,
98040,842000,2170,4,
98133,499950,2880,3,
98074,810000,3280,4,
98072,310000,2900,5,
98103,730000,2160,3,
98115,637800,2250,4,
98055,225000,1340,3,
98177,417500,1390,4,
98022,265000,1600,4,
98074,550000,2050,4,
98024,625700,2570,3,
98011,595000,2660,3,
98059,270000,1540,3,
98112,739375,2640,5,
98029,357562,1210,2,
98052,1010000,3760,4,
98053,455000,1350,2,
98023,310000,2600,5,
98024,415000,3900,3,
98177,452000,1340,2,
98004,810000,1760,3,
98117,730001,1840,3,
98053,825000,2980,3,
98103,665000,1730,3,
98058,327500,1650,4,
98075,699950,3370,3,
98092,424000,2200,3,
98117,657000,2180,4,
98008,445000,1490,3,
98119,450000,1530,3,
98034,350000,1180,3,
98059,460000,2080,4,
98031,385000,3200,4,
98023,272000,1880,4,
98053,535000,2510,3,
98042,216500,1060,2,
98042,325000,2130,3,
98034,420200,1320,3,
98178,258000,1040,3,
98103,450000,1150,3,
98117,720168,2120,4,
98107,652000,2130,3,
98074,569500,2340,4,
98042,411000,2250,4,
98117,524950,1890,3,
98155,153000,1140,2,
98126,775000,2780,3,
98030,338500,2390,4,
98052,570000,2390,3,
98038,653000,2680,3,
98122,435000,1560,2,
98168,207000,1130,2,
98008,540000,1120,2,
98198,386000,2050,4,
98092,265000,2600,5,
98106,250000,1050,3,
98122,1700000,2600,3,
98038,455000,2811,4,
98040,1800000,4060,4,
98144,759000,2260,3,
98053,970000,4430,4,
98045,280000,600,1,
98006,690000,2430,3,
98006,789900,3420,3,
98103,447500,1180,2,
98034,440000,2010,4,
98042,278000,1230,3,
98103,980000,2750,5,
98030,245000,1300,3,
98045,287000,1150,3,
98027,435000,2220,3,
98059,585000,2050,3,
98199,616000,1700,4,
98092,203000,1610,3,
98107,860000,2720,4,
98033,833000,2190,4,
98072,565000,2730,4,
98056,572500,2490,3,
98108,254000,1510,4,
98177,1530000,4720,4,
98077,900000,3810,4,
98033,899000,1950,3,
98136,560000,1300,3,
98007,512500,1610,3,
98117,775000,2040,4,
98056,200000,700,2,
98106,172000,970,3,
98146,219900,910,3,
98004,641200,1060,3,
98034,473000,2180,5,
98074,540000,2050,3,
98122,295000,750,2,
98103,370000,800,3,
98122,1730000,3470,4,
98024,275000,1390,3,
98023,89000,900,3,
98019,175000,1050,2,
98023,490000,2410,3,
98028,342400,1180,3,
98144,345000,1140,3,
98112,399000,700,2,
98006,550000,2060,4,
98006,652450,2230,3,
98133,438000,1950,2,
98126,605000,2100,3,
98059,395000,2130,4,
98122,449950,1880,3,
98074,651100,2310,4,
98178,241000,880,3,
98039,3420000,5450,5,
98008,268500,1290,2,
98166,200000,1010,2,
98126,400375,1690,4,
98053,429000,1350,2,
98144,230000,680,3,
98004,1200000,2860,4,
98117,314200,610,1,
98166,513000,2660,4,
98118,535000,1390,2,
98126,420000,2290,6,
98042,345950,2110,3,
98116,483500,1200,3,
98117,695000,2360,4,
98031,295000,2350,4,
98155,434975,1590,3,
98029,513000,1810,3,
98155,360000,1900,3,
98146,234900,1250,3,
98027,963000,3280,4,
98119,595000,870,2,
98065,942500,3570,4,
98059,1030000,3780,4,
98144,350000,1190,3,
98070,416500,2280,4,
98042,209900,1030,3,
98144,802000,2870,3,
98002,230000,1520,4,
98188,489000,3700,3,
98034,497000,2240,3,
98148,250000,1920,3,
98119,925000,2560,3,
98059,390000,1840,4,
98028,415000,2080,3,
98040,785000,1600,3,
98105,575000,2168,3,
98146,170000,860,2,
98119,750000,2100,4,
98001,230000,1140,3,
98005,855000,3090,4,
98058,235000,1330,3,
98065,335000,1360,2,
98040,1200000,3420,5,
98144,677000,2180,4,
98136,575000,1800,3,
98118,450000,1120,2,
98033,817250,2980,3,
98072,440000,2600,4,
98103,526000,1550,2,
98077,762500,3330,3,
